
800	0
805	0
810	0
815	0
820	0
825	0
830	0
835	0
840	0
845	0
850	0
855	0
860	0
865	0
870	0
875	0
880	0
885	0
890	0
895	0
900	0
905	0
910	0
915	0
920	0
925	0
930	0
935	0
940	0
945	0
950	0
955	0
960	0
965	0
970	0
975	0
980	0
985	0
990	0
995	0
1000	0
1005	0
1010	0
1015	0
1020	0
1025	0
1030	0
1035	0
1040	0
1045	0
1050	0
1055	0
1060	0
1065	0
1070	0
1075	0
1080	0
1085	0
1090	0
1095	0
1100	0
1105	0
1110	0
1115	0
1120	0
1125	0
1130	0
1135	0
1140	0
1145	0
1150	0
1155	0
1160	0
1165	0
1170	0
1175	0
1180	0
1185	0
1190	0
1195	0
1200	0
1205	0
1210	0
1215	0
1220	0
1225	0
1230	0
1235	0
1240	0
1245	0
1250	0
1255	0
1260	0
1265	0
1270	0
1275	0
1280	0
1285	0
1290	0
1295	0
1300	0
1305	0
1310	0
1315	0
1320	0
1325	0
1330	0
1335	0
1340	0
1345	0
1350	0
1355	0
1360	0
1365	0
1370	0
1375	0
1380	0
1385	0
1390	0
1395	0
1400	0
1405	0
1410	0
1415	0
1420	0
1425	0
1430	0
1435	0
1440	0
1445	0
1450	0
1455	0
1460	0
1465	0
1470	0
1475	0
1480	0
1485	1
1490	2
1495	1
1500	1
1505	1
1510	1
1515	1
1520	1
1525	1
1530	1
1535	1
1540	1
1545	1
1550	1
1555	1
1560	1
1565	1
1570	1
1575	1
1580	1
1585	1
1590	2
1595	2
1600	1
1605	2
1610	2
1615	2
1620	3
1625	3
1630	2
1635	2
1640	2
1645	2
1650	2
1655	2
1660	2
1665	2
1670	2
1675	2
1680	2
1685	2
1690	2
1695	2
1700	2
1705	1
1710	1
1715	1
1720	1
1725	1
1730	1
1735	2
1740	2
1745	3
1750	3
1755	3
1760	3
1765	4
1770	4
1775	3
1780	3
1785	3
1790	3
1795	3
1800	3
1805	2
1810	2
1815	2
1820	2
1825	2
1830	2
1835	2
1840	2
1845	2
1850	2
1855	2
1860	2
1865	2
1870	2
1875	2
1880	3
1885	3
1890	2
1895	2
1900	2
1905	2
1910	2
1915	2
1920	2
1925	3
1930	2
1935	2
1940	2
1945	2
1950	2
1955	1
1960	1
1965	0
1970	1
1975	0
1980	0
1985	0
1990	0
1995	0
2000	0
2005	0
2010	0
2015	0
2020	0
2025	0
2030	0
2035	0
2040	0
2045	0
